#Latest: Time (s),#Latest: Temperature (°C),#Latest: Potential (V)
530,42.1419852,1.90486908
530.5,42.182584,2.009963989
531,42.2069538,2.223968506
531.5,42.22157947,2.826118469
532,42.2313315,3.639793396
532.5,42.23295696,4.146957397
533,42.2313315,4.690361023
533.5,42.24921352,4.90398407
534,42.28499035,4.909324646
534.5,42.3207843,4.692459106
535,42.3582236,4.275894165
535.5,42.39242373,3.466033936
536,42.43152884,2.536392212
536.5,42.46902391,2.818489075
537,42.5049065,2.049255371
537.5,42.53754215,1.935768127
538,42.57345801,1.972198486
538.5,42.60449034,2.138137817
539,42.62736464,2.499008179
539.5,42.64370778,3.250694275
540,42.64534229,3.998947144
540.5,42.62736464,4.514122009
541,42.62246241,4.759979248
541.5,42.61265892,4.885482788
542,42.59468925,4.917907715
542.5,42.56202834,4.829978943
543,42.52611803,4.537963867
543.5,42.48696303,3.949737549
544,42.45108912,3.338623047
544.5,42.41849152,2.590370178
545,42.39242373,2.04334259
545.5,42.40382726,1.88293457
546,42.41034435,1.964187622
546.5,42.41849152,2.151870728
547,42.41197371,2.370071411
547.5,42.40708574,3.151512146
548,42.38916589,3.800964355
548.5,42.38265066,4.543113709
549,42.37125037,4.922485352
549.5,42.37613599,4.932022095
550,42.37450741,4.74357605
550.5,42.3859082,4.386329651
551,42.41197371,3.476524353
551.5,42.45108912,3.164482117
552,42.48696303,2.667427063
552.5,42.53754215,2.109527588
553,42.58325629,1.985931396
553.5,42.6159266,1.996612549
554,42.65515014,2.25315094
554.5,42.67967549,2.438354492
555,42.70257321,3.894424438
555.5,42.72384179,4.58984375
556,42.76312311,4.915809631
556.5,42.80242556,4.800605774
557,42.84666615,4.582023621
557.5,42.9138978,3.713035584
558,42.96969819,2.874946594
558.5,43.03375757,2.304649353
559,43.09787391,1.926994324
559.5,43.15710903,1.978492737
560,43.20321465,2.188301086
560.5,43.24440551,2.51789093
561,43.27572646,2.87437439
561.5,43.28726923,3.565216064
562,43.30541165,3.947067261
562.5,43.29386594,4.300498962
563,43.28067313,4.710960388
563.5,43.25099825,4.926681519
564,43.23616544,4.761314392
564.5,43.2147457,4.486465454
565,43.1999204,4.079818726
565.5,43.17851152,3.359985352
566,43.16863265,2.673149109
566.5,43.16698631,2.133560181
567,43.17851152,1.860046387
567.5,43.19333237,2.009391785
568,43.2147457,2.643966675
568.5,43.22957406,3.454589844
569,43.22957406,4.196739197
569.5,43.23616544,4.735565186
570,43.23946135,4.938316345
570.5,43.23946135,4.77180481
571,43.2477018,4.105377197
571.5,43.26913143,3.307723999
572,43.29056751,2.631378174
572.5,43.31365973,2.186203003
573,43.34831212,2.069473267
573.5,43.36647012,1.901435852
574,43.39289006,2.032089233
574.5,43.42262426,2.350234985
575,43.46724901,2.656364441
575.5,43.49205271,3.200340271
576,43.52844727,3.880500793
576.5,43.57479483,4.665756226
577,43.63442951,4.920005798
577.5,43.68084714,4.832267761
578,43.73891254,4.691696167
578.5,43.78373889,4.314422607
579,43.81363916,3.728103638
579.5,43.8269323,3.337287903
580,43.82360878,2.689170837
580.5,43.82028542,2.410316467
581,43.8269323,2.019119263
581.5,43.82028542,2.103805542
582,43.81363916,2.235603333
582.5,43.8119777,3.12538147
583,43.81363916,3.371810913
583.5,43.82360878,4.168128967
584,43.81696221,4.757881165
584.5,43.82360878,4.914474487
585,43.80533224,4.891586304
585.5,43.78706051,4.469299316
586,43.76215223,3.801345825
586.5,43.74389182,2.746963501
587,43.72563619,2.217674255
587.5,43.71070331,2.166557312
588,43.69909106,1.984405518
588.5,43.69909106,1.899719238
589,43.72563619,2.206230164
589.5,43.75717164,2.434921265
590,43.79536525,2.866744995
590.5,43.82360878,3.759384155
591,43.84853908,3.986930847
591.5,43.85685117,4.536056519
592,43.86848977,4.900169373
592.5,43.8901095,4.885101318
593,43.91506373,4.35962677
593.5,43.95167956,3.911018372
594,44.00330756,2.815628052
594.5,44.05497426,2.795600891
595,44.10834839,2.554702759
595.5,44.15341513,2.120780945
596,44.18013535,1.902770996
596.5,44.21522149,1.995658875
597,44.25199776,2.255249023
597.5,44.27541117,2.593994141
598,44.29381307,3.270530701
598.5,44.31556719,3.669166565
599,44.31891459,4.227638245
599.5,44.31891459,4.755783081
600,44.33397996,4.911422729
600.5,44.3440254,4.877090454
601,44.35239773,4.768371582
601.5,44.35909634,4.450035095
602,44.37082049,3.740692139
602.5,44.39930189,3.252410889
603,44.42276616,2.732658386
603.5,44.42947173,2.257347107
604,44.43617797,2.018737793
604.5,44.43617797,1.924514771
605,44.45462355,2.082061768
605.5,44.46971913,2.352905273
606,44.47810703,2.947044373
606.5,44.48817388,3.39717865
607,44.51166904,3.854560852
607.5,44.53685152,4.475212097
608,44.55532467,4.72278595
608.5,44.57044283,4.921722412
609,44.58388405,4.91065979
609.5,44.60741267,4.753303528
610,44.61749889,4.179954529
610.5,44.64440288,3.668212891
611,44.67636542,3.092956543
611.5,44.7100267,2.391433716
612,44.75549635,2.041816711
612.5,44.78919757,1.933670044
613,44.84315503,2.018737793
613.5,44.88027621,2.297210693
614,44.91910695,2.943229675
614.5,44.95627071,3.513336182
615,44.99007409,4.093170166
615.5,45.03404437,4.689979553
616,45.07465837,4.888534546
616.5,45.09836145,4.883575439
617,45.13901521,4.700088501
617.5,45.18308523,4.329109192
618,45.20682752,3.698539734
618.5,45.24245712,3.172492981
619,45.26452328,2.772521973
619.5,45.27301226,2.267837524
620,45.28829519,2.053451538
620.5,45.28489867,1.917457581
621,45.26112801,1.986122131
621.5,45.26282562,2.157783508
622,45.26112801,2.702522278
622.5,45.24415426,3.359603882
623,45.23906299,3.745269775
623.5,45.23566904,4.426574707
624,45.22888165,4.724693298
624.5,45.23566904,4.9036026
625,45.24245712,4.893112183
625.5,45.24245712,4.726028442
626,45.24245712,4.293441772
626.5,45.22888165,3.860092163
627,45.23227526,3.391075134
627.5,45.21700543,2.676582336
628,45.21361262,2.354240417
628.5,45.21361262,2.114295959
629,45.21700543,1.922798157
629.5,45.22718492,1.932907104
630,45.23566904,2.25276947
630.5,45.26112801,2.710151672
631,45.28489867,3.174972534
631.5,45.33246602,4.106712341
632,45.37836747,4.528045654
632.5,45.43110917,4.825592041
633,45.47878373,4.931259155
633.5,45.52819802,4.790878296
634,45.5605934,4.392242432
634.5,45.5844741,3.998184204
635,45.59983066,3.528404236
635.5,45.59983066,2.921485901
636,45.61007039,2.590751648
636.5,45.62543305,2.158927917
637,45.62543305,1.931190491
637.5,45.62884748,1.912307739
638,45.60665697,2.058029175
638.5,45.57253265,2.198410034
639,45.53842638,2.795410156
639.5,45.48730074,3.417396545
640,45.43791767,3.71761322
640.5,45.40388229,4.554748535
641,45.38517044,4.911422729
641.5,45.37496625,4.899787903
642,45.37496625,4.713821411
642.5,45.38176887,4.492378235
643,45.3885722,3.847503662
643.5,45.36986476,3.323554993
644,45.35966297,2.724266052
644.5,45.35966297,2.750205994
645,45.3511627,2.248573303
645.5,45.37326571,1.92527771
646,45.39707736,1.965904236
646.5,45.43451333,2.108383179
647,45.4821904,3.080177307
647.5,45.52308444,3.425788879
648,45.56570995,4.071044922
648.5,45.59812419,4.280853271
649,45.62201881,4.639816284
649.5,45.63909183,4.896354675
650,45.65104565,4.858398438
650.5,45.65616939,4.538345337
651,45.64079939,4.144668579
651.5,45.63567687,3.709220886
652,45.62884748,2.798080444
652.5,45.64421463,2.142333984
653,45.64763005,2.006912231
653.5,45.65446143,1.951217651
654,45.63567687,2.143478394
654.5,45.64421463,2.563476563
655,45.64763005,3.06892395
655.5,45.66983471,3.555107117
656,45.68521166,4.084777832
656.5,45.678377,4.454231262
657,45.68862926,4.880142212
657.5,45.69204705,4.928779602
658,45.71084811,4.904937744
658.5,45.71939588,4.70085144
659,45.74504601,4.541397095
659.5,45.76044102,3.99684906
660,45.76728444,3.323554993
660.5,45.7826848,3.16696167
661,45.77070642,2.593421936
661.5,45.77241748,2.296829224
662,45.75701959,2.039337158
662.5,45.75359833,1.902008057
663,45.7484668,2.035140991
663.5,45.74504601,2.488517761
664,45.75701959,3.011131287
664.5,45.77583974,3.410720825
665,45.80151251,3.975296021
665.5,45.81349667,4.342842102
666,45.82890819,4.674911499
666.5,45.82890819,4.917907715
667,45.81692113,4.914093018
667.5,45.82034578,4.713439941
668,45.82034578,4.545593262
668.5,45.82034578,4.173660278
669,45.83233347,3.416061401
669.5,45.85117583,2.94418335
670,45.88030681,2.42023468
670.5,45.91802551,2.02960968
671,45.95233467,1.900100708
671.5,46.00898536,1.930809021
672,46.05537362,2.094841003
672.5,46.10351594,2.617645264
673,46.12588022,2.816009521
673.5,46.13448397,2.948379517
674,46.1379258,3.280067444
674.5,46.11211665,3.768348694
675,46.0742823,4.155158997
675.5,46.0313162,4.637336731
676,45.99524721,4.932022095
676.5,45.95919873,4.917907715
677,45.93860878,4.686164856
677.5,45.92660107,4.426956177
678,45.94203998,3.91368866
678.5,45.96434726,3.221321106
679,46.01757321,2.648544312
679.5,46.06568675,2.154350281
680,46.11211665,1.916885376
680.5,46.17924245,1.989364624
681,46.25506018,2.283859253
681.5,46.32751721,2.784538269
682,46.41388512,3.135871887
682.5,46.47614414,3.816413879
683,46.52980602,4.388999939
683.5,46.59564845,4.679870605
684,46.64073888,4.914093018
684.5,46.68759838,4.902458191
685,46.71712077,4.381370544
685.5,46.75187109,3.874397278
686,46.77099213,3.751182556
686.5,46.79359739,2.633857727
687,46.79359739,2.424812317
687.5,46.81273141,1.988983154
688,46.82143066,1.978492737
688.5,46.83535202,2.124595642
689,46.85101733,2.339172363
689.5,46.84405448,2.855300903
690,46.82839095,3.680038452
690.5,46.83883286,4.445457459
691,46.84753581,4.778671265
691.5,46.83883286,4.876708984
692,46.83187139,4.918289185
692.5,46.81969071,4.813194275
693,46.78490208,4.458427429
693.5,46.72928115,4.383087158
694,46.67544621,4.256248474
694.5,46.60951893,3.873443604
695,46.5471262,3.402328491
695.5,46.48652669,2.833175659
696,46.42598617,2.412796021
696.5,46.36205005,2.218055725
697,46.29645394,2.037620544
697.5,46.24471601,1.906585693
698,46.18268673,1.948738098
698.5,46.13448397,2.710533142
699,46.10007599,3.505325317
699.5,46.0742823,3.579521179
700,46.07772085,4.207611084
700.5,46.08459851,4.479789734
701,46.10867622,4.857444763
701.5,46.1379258,4.781723022
702,46.16891074,4.358482361
702.5,46.20335635,3.771591187
703,46.22920295,3.220558167
703.5,46.25506018,2.738571167
704,46.25161193,2.159309387
704.5,46.26368163,1.927375793
705,46.25161193,1.9323349
705.5,46.24471601,2.247428894
706,46.25161193,2.618026733
706.5,46.24126833,3.347969055
707,46.24471601,3.656387329
707.5,46.24816388,4.149436951
708,46.25161193,4.786682129
708.5,46.27920322,4.886817932
709,46.29472865,4.912757874
709.5,46.30853227,4.641532898
710,46.31198364,4.587745667
710.5,46.30853227,4.444694519
711,46.30853227,3.6195755
711.5,46.31543521,3.171539307
712,46.32061292,2.697181702
712.5,46.33442225,1.999092102
713,46.36205005,1.922416687
713.5,46.39660198,2.15511322
714,46.42598617,2.598381042
714.5,46.46749333,2.968978882
715,46.51075941,3.660583496
715.5,46.5627185,4.099845886
716,46.61125296,4.488563538
716.5,46.65288422,4.880523682
717,46.69107087,4.932785034
717.5,46.72059492,4.83379364
718,46.75882351,4.416465759
718.5,46.79707586,3.909492493
719,46.84753581,3.210067749
719.5,46.88932716,2.711296082
720,46.94683687,2.353286743
720.5,47.00091047,2.016067505
721,47.06551272,1.91116333
721.5,47.11969176,2.005386353
722,47.17041915,2.193260193
722.5,47.2281951,2.520370483
723,47.28076659,3.162384033
723.5,47.32461115,3.69682312
724,47.35444366,4.306983948
724.5,47.38604714,4.640579224
725,47.4018551,4.846191406
725.5,47.41591012,4.915237427
726,47.42821095,4.81262207
726.5,47.43875653,4.46472168
727,47.45457836,3.683662415
727.5,47.47568064,3.123092651
728,47.50910776,2.087783813
728.5,47.54079278,2.051734924
729,47.57249458,1.954269409
729.5,47.62536832,2.155303955
730,47.66417219,2.468109131
730.5,47.68711363,2.35118866
731,47.74185586,2.803421021
731.5,47.77720021,4.2552948
732,47.79664857,4.277992249
732.5,47.81964123,4.639434814
733,47.81964123,4.888153076
733.5,47.81256562,4.864692688
734,47.79664857,4.870796204
734.5,47.77720021,4.461479187
735,47.76836215,4.193878174
735.5,47.75775822,3.723144531
736,47.77720021,3.265380859
736.5,47.80018533,2.693367004
737,47.80549085,2.30846405
737.5,47.80549085,2.119255066
738,47.80372229,1.923179626
738.5,47.7842716,1.975250244
739,47.75068998,2.187538147
739.5,47.68887872,2.362632751
740,47.63771227,2.832794189
740.5,47.59011396,3.415679932
741,47.54431437,3.883171082
741.5,47.50910776,4.556465149
742,47.4791984,4.684066772
742.5,47.45106204,4.792976379
743,47.41766723,4.920768738
743.5,47.37726673,4.820632935
744,47.35444366,4.309272766
744.5,47.33513858,3.744506836
745,47.34040299,3.096580505
745.5,47.37375493,2.348709106
746,47.41591012,1.984786987
746.5,47.47040437,2.150726318
747,47.52846884,2.144813538
747.5,47.59363846,2.38609314
748,47.65711506,2.980232239
748.5,47.71889331,3.921508789
749,47.75775822,3.533744812
749.5,47.80372229,4.872512817
750,47.84264281,4.960441589
750.5,47.86388298,4.887580872
751,47.88690176,4.851341248
751.5,47.90107162,4.73575592
752,47.92233279,4.578590393
752.5,47.92587706,3.731155396
753,47.91701678,3.290939331
753.5,47.88335982,2.968406677
754,47.85857222,2.651405334
754.5,47.82317936,2.047538757
755,47.77720021,1.966667175
755.5,47.75422399,1.914405823
756,47.75422399,2.095794678
756.5,47.75068998,2.243995667
757,47.75422399,2.378845215
757.5,47.77366483,2.74181366
758,47.77720021,3.102493286
758.5,47.80549085,3.784942627
759,47.82317936,4.478645325
759.5,47.84264281,4.766273499
760,47.86388298,4.864311218
760.5,47.88158894,4.698753357
761,47.88335982,4.342079163
761.5,47.86742374,3.950119019
762,47.85503198,3.286743164
762.5,47.83202559,3.837776184
763,47.80902813,2.468490601
763.5,47.78603959,2.637672424
764,47.77366483,2.042579651
764.5,47.7648273,1.899719238
765,47.77720021,1.98059082
765.5,47.78603959,2.225875854
766,47.81610332,2.326583862
766.5,47.85857222,3.177070618
767,47.90461462,3.953742981
767.5,47.95955826,4.40826416
768,48.00035599,4.483222961
768.5,48.04650923,4.599952698
769,48.08025953,4.598808289
769.5,48.12469738,4.883384705
770,48.15493436,4.937553406
770.5,48.19764845,4.898262024
771,48.22257942,4.668235779
771.5,48.26356054,4.256057739
772,48.28138739,3.596687317
772.5,48.3099217,3.304862976
773,48.32597839,3.256225586
773.5,48.34560924,2.456665039
774,48.35989039,1.904296875
774.5,48.37953269,1.928329468
775,48.39918163,2.09197998
775.5,48.40811516,2.013778687
776,48.41883721,2.213478088
776.5,48.42241167,2.761650085
777,48.42777377,3.924942017
777.5,48.41883721,4.372596741
778,48.41526298,4.604911804
778.5,48.39203579,4.929161072
779,48.37596087,4.934692383
779.5,48.3366853,4.764938354
780,48.30278681,4.537963867
780.5,48.26356054,3.388404846
781,48.23861208,3.479766846
781.5,48.20298991,3.099441528
782,48.17984713,2.896881104
782.5,48.15137626,2.175331116
783,48.1389246,2.049255371
783.5,48.11580711,1.934623718
784,48.09625328,2.064704895
784.5,48.07670595,1.929855347
785,48.06604651,2.156066895
785.5,48.06604651,3.018760681
786,48.07315259,3.341293335
786.5,48.08203639,3.417778015
787,48.11225139,4.763793945
787.5,48.15493436,4.688835144
788,48.20298991,4.754829407
788.5,48.26177815,4.808425903
789,48.3366853,4.358482361
789.5,48.41168896,4.139709473
790,48.50289526,3.183746338
790.5,48.58886793,3.306770325
791,48.66419917,2.568626404
791.5,48.73603493,1.922035217
792,48.80975991,1.956748962
792.5,48.87277098,2.200508118
793,48.93765487,2.562332153
793.5,48.98456136,3.233528137
794,49.03692573,3.646850586
794.5,49.0875302,4.277992249
795,49.15084925,4.783821106
795.5,49.19612048,4.929542542
796,49.25230714,4.916572571
796.5,49.31036494,4.787635803
797,49.35031436,4.383850098
797.5,49.38302134,3.75957489
798,49.38665662,3.343772888
798.5,49.40665487,2.94380188
799,49.41574733,2.325248718
799.5,49.43211748,2.046394348
800,49.43939463,1.926231384
800.5,49.44849239,2.032089233
801,49.43575593,2.322769165
801.5,49.40665487,2.839851379
802,49.37938629,3.285980225
802.5,49.34668142,3.649902344
803,49.31581092,4.132270813
803.5,49.27588592,4.504013062
804,49.21242699,4.700088501
804.5,49.16352155,4.909515381
805,49.10742286,4.943466187
805.5,49.04415218,4.838371277
806,48.9809518,4.630661011
806.5,48.92503279,4.35256958
807,48.87277098,3.857040405
807.5,48.81875725,3.521156311
808,48.76659233,3.180885315
808.5,48.71627115,2.591133118
809,48.6803544,2.141952515
809.5,48.66778883,1.973152161
810,48.6803544,1.929855347
810.5,48.70728986,1.995658875
811,48.75041285,2.62298584
811.5,48.79536711,2.972602844
812,48.83495602,3.594970703
812.5,48.87457232,4.233932495
813,48.93585155,4.795837402
813.5,48.98456136,4.89692688
814,49.02066956,4.928398132
814.5,49.06402966,4.812812805
815,49.10018836,4.453849792
815.5,49.13275088,3.927993774
816,49.1599006,3.548812866
816.5,49.17981867,2.806282043
817,49.21061492,2.276611328
817.5,49.24686728,2.007293701
818,49.28677175,1.963043213
818.5,49.33215202,2.099609375
819,49.38302134,2.440452576
819.5,49.43211748,3.055953979
820,49.47215348,3.660392761
820.5,49.4921822,4.178237915
821,49.52679411,4.588317871
821.5,49.5431967,4.835700989
822,49.56325083,4.916954041
822.5,49.5796641,4.764175415
823,49.58331215,4.34627533
823.5,49.59060896,3.639793396
824,49.59608219,3.2289505
824.5,49.59425772,2.169418335
825,49.60338067,2.174568176
825.5,49.60338067,1.956367493
826,49.6161553,1.965904236
826.5,49.63075845,2.252006531
827,49.65084403,2.612876892
827.5,49.66728306,3.011131287
828,49.67276381,3.70426178
828.5,49.67641795,4.197883606
829,49.68372694,4.685020447
829.5,49.67276381,4.932403564
830,49.67093683,4.89025116
830.5,49.67276381,4.721832275
831,49.68372694,4.715538025
831.5,49.69103688,3.844070435
832,49.7038316,3.160667419
832.5,49.71662925,2.498626709
833,49.7330877,2.062225342
833.5,49.74772152,1.895904541
834,49.77333997,1.929092407
834.5,49.78798439,2.8465271
835,49.79164609,2.426147461
835.5,49.79164609,3.387641907
836,49.78432292,3.933334351
836.5,49.77150969,4.099655151
837,49.77333997,4.419898987
837.5,49.79347704,4.864692688
838,49.79713911,4.911231995
838.5,49.81545307,4.95223999
839,49.8172848,4.889678955
839.5,49.82094844,4.701805115
840,49.82827645,4.404830933
840.5,49.83194081,3.925704956
841,49.83743781,3.087806702
841.5,49.84843345,2.814483643
842,49.84476799,2.523231506
842.5,49.85393208,2.223968506
843,49.85759814,2.084732056
843.5,49.85209914,2.039146423
844,49.82094844,1.920700073
844.5,49.79164609,1.937103271
845,49.76784931,2.133369446
845.5,49.74772152,2.469825745
846,49.73674579,2.73399353
846.5,49.73674579,3.256225586
847,49.74040413,4.069328308
847.5,49.74772152,4.414176941
848,49.75138058,4.662704468
848.5,49.74040413,4.894828796
849,49.73674579,4.942893982
849.5,49.72760101,4.866790771
850,49.73674579,4.25567627
850.5,49.76052927,4.126739502
851,49.79164609,3.910636902
851.5,49.83194081,3.214645386
852,49.87776581,2.801322937
852.5,49.91445311,2.349472046
853,49.95850999,2.104187012
853.5,50.00260201,1.919174194
854,50.03569415,1.936721802
854.5,50.07248649,2.833938599
855,50.12035331,2.921485901
855.5,50.17010529,3.500747681
856,50.21436713,4.119110107
856.5,50.25866471,4.497337341
857,50.30299814,4.472351074
857.5,50.31593549,4.858398438
858,50.33257373,4.956626892
858.5,50.33997013,4.700088501
859,50.33257373,4.544258118
859.5,50.33257373,4.112052917
860,50.33997013,3.849983215
860.5,50.33257373,3.06186676
861,50.34736753,2.401924133
861.5,50.34736753,2.487373352
862,50.36771554,2.246856689
862.5,50.38066822,1.947975159
863,50.41769284,1.885986328
863.5,50.43436212,2.145576477
864,50.44918354,2.446174622
864.5,50.45474262,2.772521973
865,50.45844898,3.426933289
865.5,50.47327696,4.207611084
866,50.48996326,4.472732544
866.5,50.48996326,4.688835144
867,50.48996326,4.914855957
867.5,50.48625475,4.961013794
868,50.4621556,4.84790802
868.5,50.43436212,4.707145691
869,50.40843433,4.711723328
869.5,50.36401534,4.278755188
870,50.30669422,4.044723511
870.5,50.25497188,4.054832459
871,50.20145374,3.770065308
871.5,50.14430235,3.13129425
872,50.10377932,2.919387817
872.5,50.07248649,2.540397644
873,50.0559269,2.268791199
873.5,50.04672927,1.917457581
874,50.05224766,1.933288574
874.5,50.08721031,2.287101746
875,50.12956325,2.347946167
875.5,50.18485527,3.329467773
876,50.24758696,3.971862793
876.5,50.31593549,4.393196106
877,50.38436955,4.355430603
877.5,50.45474262,4.658126831
878,50.52335123,4.842376709
878.5,50.58461585,4.9036026
879,50.64594971,4.934120178
879.5,50.68315557,4.832077026
880,50.7241116,4.497909546
880.5,50.75764417,3.853797913
881,50.77814656,3.350067139
881.5,50.81357814,2.919960022
882,50.8415669,2.474021912
882.5,50.84716639,1.928710938
883,50.85836713,1.946640015
883.5,50.88824718,2.011489868
884,50.92001293,2.661895752
884.5,50.94244712,2.970504761
885,50.9779871,3.108787537
885.5,51.00418953,3.488922119
886,51.04351721,3.898620605
886.5,51.07724965,4.258155823
887,51.13164116,4.878044128
887.5,51.1842097,4.858779907
888,51.24247109,4.923629761
888.5,51.29138469,4.886054993
889,51.34222724,4.73613739
889.5,51.37049415,4.388046265
890,51.37237915,3.493499756
890.5,51.34599529,2.826499939
891,51.30456142,2.947044373
891.5,51.25563571,2.425765991
892,51.20863414,2.658653259
892.5,51.16730702,2.005004883
893,51.14665546,2.040100098
893.5,51.13914778,2.007293701
894,51.13914778,2.435684204
894.5,51.15040969,2.198791504
895,51.18796658,2.868270874
895.5,51.22554993,3.117179871
896,51.27068498,3.624725342
896.5,51.31209245,4.73575592
897,51.36295484,4.923629761
897.5,51.41763917,4.954338074
898,51.44972176,4.874229431
898.5,51.4799349,4.720878601
899,51.51205529,4.698753357
899.5,51.53284948,3.705406189
900,51.549869,3.258323669
900.5,51.57824706,3.514480591
901,51.60285373,2.593231201
901.5,51.63315465,2.591705322
902,51.6615776,2.552604675
902.5,51.67863874,2.273368835
903,51.70139553,1.947975159
903.5,51.72985539,2.25944519
904,51.75453308,2.395248413
904.5,51.77542326,2.928161621
905,51.80962515,3.026580811
905.5,51.82673447,3.76663208
906,51.86667795,4.269599915
906.5,51.89332388,4.563140869
907,51.9142695,4.835319519
907.5,51.92188817,4.943847656
908,51.89332388,4.88986969
908.5,51.85906732,4.515838623
909,51.82103074,4.135894775
909.5,51.78492155,4.068565369
910,51.7336512,3.787994385
910.5,51.67105533,3.304672241
911,51.60853383,2.902793884
911.5,51.54041303,2.805519104
912,51.46671453,2.23236084
912.5,51.39500433,2.071380615
913,51.33280828,2.055549622
913.5,51.25187406,1.932907104
914,51.19735993,1.928138733
914.5,51.12225936,1.921272278
915,51.06412895,1.991081238
915.5,51.0229134,2.12097168
916,50.98172952,2.592849731
916.5,50.96114944,3.306388855
917,50.95366773,3.733444214
917.5,50.9779871,4.29019928
918,51.00793378,4.566001892
918.5,51.05663286,4.824066162
919,51.11100338,4.9243927
919.5,51.17106271,4.699707031
920,51.22930972,4.448318481
920.5,51.27632956,4.033470154
921,51.31774142,3.531646729
921.5,51.38369053,3.028678894
922,51.43650893,2.596092224
922.5,51.49882688,2.092933655
923,51.54230409,1.947593689
923.5,51.58770981,2.073287964
924,51.64452199,2.49786377
924.5,51.69949876,2.512359619
925,51.73934544,2.992248535
925.5,51.78112203,3.66191864
926,51.82293191,4.113006592
926.5,51.85145779,4.653549194
927,51.89332388,4.800605774
927.5,51.9142695,4.920387268
928,51.94665652,4.867553711
928.5,51.96381072,4.627990723
929,51.95618593,4.411125183
929.5,51.96381072,4.017829895
930,51.95618593,3.129768372
930.5,51.96953004,3.27167511
931,51.99432101,2.667045593
931.5,52.01530719,2.23236084
932,52.05157596,2.087020874
932.5,52.08213768,1.938247681
933,52.1069823,2.336883545
933.5,52.1069823,2.490234375
934,52.11080561,2.959251404
934.5,52.11080561,3.534317017
935,52.11080561,3.54385376
935.5,52.11654109,3.7733078
936,52.13566394,4.646492004
936.5,52.15288052,4.612541199
937,52.18350187,4.80594635
937.5,52.21222581,4.945755005
938,52.25054917,4.893493652
938.5,52.29273763,4.623031616
939,52.32728107,4.165649414
939.5,52.36761093,3.728485107
940,52.40604964,3.365135193
940.5,52.43297378,2.18334198
941,52.46568629,2.29473114
941.5,52.50805099,1.921653748
942,52.53695603,1.970481873
942.5,52.57166354,1.932525635
943,52.6141157,1.92527771
943.5,52.63921758,2.872085571
944,52.67012908,3.784561157
944.5,52.69912556,3.477668762
945,52.71653134,3.752326965
945.5,52.72426914,4.195022583
946,52.72620377,4.485321045
946.5,52.73007326,4.806137085
947,52.73394303,4.893493652
947.5,52.75523205,4.937171936
948,52.78815069,4.837799072
948.5,52.8269057,4.699707031
949,52.86569015,4.534721375
949.5,52.89868015,3.860092163
950,52.92586444,3.363037109
950.5,52.94529068,3.010368347
951,52.96278064,2.136802673
951.5,52.9899992,1.899719238
952,52.9899992,1.926994324
952.5,52.99777861,2.227973938
953,52.99388876,2.416038513
953.5,52.99388876,2.607536316
954,52.96472434,3.649330139
954.5,52.95889346,3.981399536
955,52.93751929,3.771209717
955.5,52.90450414,4.487800598
956,52.87733124,4.527854919
956.5,52.83853794,4.757881165
957,52.83466023,4.713821411
957.5,52.80946231,4.921913147
958,52.79202487,4.906082153
958.5,52.75523205,3.835678101
959,52.72426914,3.743934631
959.5,52.69525842,4.15763855
960,52.67785987,2.765846252
960.5,52.66626413,2.437019348
961,52.64887542,2.594947815
961.5,52.64887542,3.404808044
962,52.63535495,2.287864685
962.5,52.61797673,1.958274841
963,52.60639451,1.958847046
963.5,52.58516724,2.210426331
964,52.55816339,2.730178833
964.5,52.54659465,2.459716797
965,52.53310109,3.096580505
965.5,52.51575742,3.907775879
966,52.51190406,4.63180542
966.5,52.50805099,4.797172546
967,52.52153799,4.84046936
967.5,52.52924643,4.86125946
968,52.55430685,4.935836792
968.5,52.57166354,4.948806763
969,52.60060438,4.859733582
969.5,52.60639451,4.607963562
970,52.60253435,4.399490356
970.5,52.61025496,4.032516479
971,52.61025496,3.585243225
971.5,52.61025496,2.956771851
972,52.60060438,2.871704102
972.5,52.59867449,2.30922699
973,52.58516724,2.118492126
973.5,52.58516724,1.998710632
974,52.57166354,1.923561096
974.5,52.55816339,1.96685791
975,52.53888361,2.446365356
975.5,52.52153799,2.711677551
976,52.48686428,2.786827087
976.5,52.46183668,3.520011902
977,52.44066897,3.377723694
977.5,52.43489747,4.218482971
978,52.45413832,4.371833801
978.5,52.45798736,4.682540894
979,52.49071576,4.934692383
979.5,52.5176842,4.865455627
980,52.56009176,4.69455719
980.5,52.60639451,4.467582703
981,52.64887542,4.351997375
981.5,52.68172571,3.886795044
982,52.69139156,3.215026855
982.5,52.71266288,2.635955811
983,52.7378131,2.285957336
983.5,52.76684797,1.941299438
984,52.79783669,1.921653748
984.5,52.81915234,1.961708069
985,52.84435505,2.250671387
985.5,52.86957022,2.501869202
986,52.88703418,2.765274048
986.5,52.88703418,3.309249878
987,52.88315279,3.989982605
987.5,52.88315279,4.151916504
988,52.89091588,4.748153687
988.5,52.89868015,4.868125916
989,52.90838716,4.940032959
989.5,52.92586444,4.849624634
990,52.93751929,4.627990723
990.5,52.96472434,4.501152039
991,52.98027661,3.846168518
991.5,53.00944996,3.43914032
992,53.03669354,2.927780151
992.5,53.07953445,2.427864075
993,53.11461305,1.970863342
993.5,53.16142233,1.852416992
994,53.20827495,1.887512207
994.5,53.24735199,1.796722412
995,53.28450322,1.82762146
