#Latest: Time (s),#Latest: Temperature (°C),#Latest: Potential (V)
1432,47.13892819,2.533340454
1432.5,47.14242638,2.331924438
1433,47.14242638,2.095413208
1433.5,47.14242638,1.942062378
1434,47.14767404,1.847457886
1434.5,47.14942336,1.766586304
1435,47.15117273,1.749038696
1435.5,47.16516952,1.758956909
1436,47.16691935,1.792526245
1436.5,47.17741936,1.833724976
1437,47.19667411,1.923179626
1437.5,47.21593499,2.03666687
1438,47.23169844,2.231025696
1438.5,47.25097046,2.568054199
1439,47.27375442,2.849578857
1439.5,47.29303986,2.967643738
1440,47.30882344,3.172302246
1440.5,47.31934812,3.395652771
1441,47.33513858,3.802680969
1441.5,47.34040299,4.014968872
1442,47.34742292,4.03842926
1442.5,47.33864814,4.166030884
1443,47.34391285,4.460144043
1443.5,47.34742292,4.683303833
1444,47.35093319,4.892349243
1444.5,47.35444366,4.997444153
1445,47.35970975,5.007362366
1445.5,47.35444366,5.005836487
1446,47.35093319,5.005836487
1446.5,47.34391285,5.005455017
1447,47.33864814,4.945373535
1447.5,47.33162923,4.895591736
1448,47.32461115,4.730606079
1448.5,47.32285675,4.529571533
1449,47.31583969,4.268836975
1449.5,47.30882344,4.004096985
1450,47.301808,3.7733078
1450.5,47.28602626,3.511619568
1451,47.28076659,3.237342834
1451.5,47.26323768,2.987670898
1452,47.25447513,2.725982666
1452.5,47.22469195,2.491188049
1453,47.2054283,2.333641052
1453.5,47.18091977,2.166938782
1454,47.15817072,1.976394653
1454.5,47.14592477,1.900291443
1455,47.11969176,1.824378967
1455.5,47.10745356,1.76486969
1456,47.09696564,1.748275757
1456.5,47.08822708,1.779937744
1457,47.08123715,1.840400696
1457.5,47.07075374,1.921653748
1458,47.06900668,2.044296265
1458.5,47.06900668,2.23274231
1459,47.07075374,2.467536926
1459.5,47.07075374,2.673149109
1460,47.06201895,2.836608887
1460.5,47.06551272,3.06224823
1461,47.06900668,3.330421448
1461.5,47.06900668,3.619194031
1462,47.06900668,3.804206848
1462.5,47.06900668,3.969192505
1463,47.06201895,4.158592224
1463.5,47.04979235,4.389762878
1464,47.03058408,4.566001892
1464.5,47.02360075,4.748725891
1465,46.9974204,4.888534546
1465.5,46.98869611,5.00125885
1466,46.96950707,5.006980896
1466.5,46.9660188,5.006599426
1467,46.96253073,5.006599426
1467.5,46.95381142,4.984855652
1468,46.95904286,4.911422729
1468.5,46.95555518,4.817771912
1469,46.95381142,4.643058777
1469.5,46.95381142,4.455947876
1470,46.93986312,4.311943054
1470.5,46.9433499,4.126358032
1471,46.93986312,3.888130188
1471.5,46.93986312,3.65562439
1472,46.9433499,3.461265564
1472.5,46.94683687,3.189277649
1473,46.93463333,2.890968323
1473.5,46.93986312,2.705383301
1474,46.92766096,2.500724792
1474.5,46.92766096,2.3021698
1475,46.9206894,2.128410339
1475.5,46.92417508,2.03666687
1476,46.92417508,1.915359497
1476.5,46.91546124,1.80644989
1477,46.91894663,1.759147644
1477.5,46.9206894,1.755332947
1478,46.92417508,1.784324646
1478.5,46.9206894,1.828193665
1479,46.93114705,1.912689209
1479.5,46.93114705,2.052307129
1480,46.93114705,2.109527588
1480.5,46.93637654,2.25315094
1481,46.95032405,2.556037903
1481.5,46.9433499,2.721405029
1482,46.95381142,3.01322937
1482.5,46.95904286,3.14655304
1483,46.95555518,3.465652466
1483.5,46.95904286,3.769493103
1484,46.95904286,3.971099854
1484.5,46.96253073,4.157066345
1485,46.9433499,4.35256958
1485.5,46.9433499,4.504585266
1486,46.93463333,4.658508301
1486.5,46.93463333,4.808998108
1487,46.93114705,4.929924011
1487.5,46.91546124,5.004882813
1488,46.91197605,5.005836487
1488.5,46.90849106,5.005455017
1489,46.88584346,5.005836487
1489.5,46.88584346,4.996681213
1490,46.87887665,4.981422424
1490.5,46.87365207,4.856681824
1491,46.85798098,4.70790863
1491.5,46.85101733,4.540061951
1492,46.85449906,4.40196991
1492.5,46.84753581,4.239463806
1493,46.84231389,4.037475586
1493.5,46.83535202,3.763389587
1494,46.83187139,3.536224365
1494.5,46.8249107,3.313064575
1495,46.81969071,3.094482422
1495.5,46.80577289,2.848815918
1496,46.79707586,2.700805664
1496.5,46.80055453,2.433395386
1497,46.79359739,2.267074585
1497.5,46.78316316,2.139854431
1498,46.77446933,1.964569092
1498.5,46.76751514,1.867485046
1499,46.76230002,1.794242859
1499.5,46.73970625,1.753234863
1500,46.73623102,1.753616333
1500.5,46.72928115,1.767921448
1501,46.71712077,1.828575134
1501.5,46.70496278,1.926040649
1502,46.68239001,2.111625671
1502.5,46.6719746,2.278327942
1503,46.66676755,2.471351624
1503.5,46.64941388,2.617835999
1504,46.64420873,2.828979492
1504.5,46.64073888,3.011894226
1505,46.63726922,3.27796936
1505.5,46.63726922,3.572654724
1506,46.63206509,3.82194519
1506.5,46.61818956,4.040145874
1507,46.60951893,4.259490967
1507.5,46.6025833,4.508209229
1508,46.60605102,4.669380188
1508.5,46.6025833,4.813194275
1509,46.6025833,4.965209961
1509.5,46.59218131,5.005836487
1510,46.58351433,5.005264282
1510.5,46.57831472,5.005836487
1511,46.5627185,5.006217957
1511.5,46.54366178,5.006217957
1512,46.53673352,4.983139038
1512.5,46.53673352,4.922866821
1513,46.52980602,4.757118225
1513.5,46.50729701,4.612159729
1514,46.50556589,4.423332214
1514.5,46.48652669,4.204559326
1515,46.48998793,3.967666626
1515.5,46.48652669,3.750228882
1516,46.49518015,3.433227539
1516.5,46.50210378,3.17401886
1517,46.51075941,2.880096436
1517.5,46.51075941,2.67791748
1518,46.52634257,2.497291565
1518.5,46.53326967,2.403068542
1519,46.54366178,2.119636536
1519.5,46.54885849,1.955986023
1520,46.55925321,1.837730408
1520.5,46.5679168,1.789665222
1521,46.57138258,1.757049561
1521.5,46.57484855,1.75075531
1522,46.57831472,1.780891418
1522.5,46.58351433,1.840209961
1523,46.57831472,1.900672913
1523.5,46.57138258,1.990127563
1524,46.56445122,2.152633667
1524.5,46.54885849,2.362632751
1525,46.53326967,2.569770813
1525.5,46.52461091,2.81867981
1526,46.49864187,3.137779236
1526.5,46.48825729,3.317642212
1527,46.47614414,3.561019897
1527.5,46.46057355,3.798103333
1528,46.45365454,4.010772705
1528.5,46.44846578,4.24079895
1529,46.43808957,4.432868958
1529.5,46.43808957,4.594993591
1530,46.43808957,4.776763916
1530.5,46.43463121,4.901123047
1531,46.43808957,4.986953735
1531.5,46.43463121,5.005455017
1532,46.42598617,5.006217957
1532.5,46.42598617,5.005836487
1533,46.42252849,5.005455017
1533.5,46.419071,5.005455017
1534,46.4156137,5.00164032
1534.5,46.41215659,4.942131042
1535,46.40351466,4.795074463
1535.5,46.39660198,4.610061646
1536,46.39660198,4.483222961
1536.5,46.3879622,4.263305664
1537,46.3879622,4.073143005
1537.5,46.37759605,3.859138489
1538,46.37759605,3.628540039
1538.5,46.37241362,3.381919861
1539,46.37586853,3.131484985
1539.5,46.36205005,2.919387817
1540,46.36205005,2.710533142
1540.5,46.3585959,2.496147156
1541,46.35514195,2.316856384
1541.5,46.36205005,2.167320251
1542,46.35514195,2.028465271
1542.5,46.36205005,1.923751831
1543,46.35514195,1.838493347
1543.5,46.36205005,1.77822113
1544,46.3585959,1.752281189
1544.5,46.36205005,1.76525116
1545,46.35514195,1.797103882
1545.5,46.34996138,1.867103577
1546,46.34650791,1.965904236
1546.5,46.33614863,2.095413208
1547,46.33096963,2.243232727
1547.5,46.31888697,2.425193787
1548,46.30508108,2.63004303
1548.5,46.29817927,2.819824219
1549,46.27402893,3.049659729
1549.5,46.26368163,3.282928467
1550,46.25161193,3.491973877
1550.5,46.23954456,3.730583191
1551,46.22920295,3.971862793
1551.5,46.21713988,4.172515869
1552,46.21024774,4.410743713
1552.5,46.20163362,4.595756531
1553,46.18440893,4.757881165
1553.5,46.17924245,4.926300049
1554,46.17579836,5.004119873
1554.5,46.16891074,5.005264282
1555,46.16891074,5.005836487
1555.5,46.16546722,5.005264282
1556,46.16546722,5.005836487
1556.5,46.16546722,5.005836487
1557,46.15685923,4.96711731
1557.5,46.16030229,4.85534668
1558,46.16030229,4.728889465
1558.5,46.14481003,4.568481445
1559,46.15341637,4.357147217
1559.5,46.15685923,4.179191589
1560,46.15341637,3.960990906
1560.5,46.16030229,3.736877441
1561,46.15685923,3.496170044
1561.5,46.15685923,3.293991089
1562,46.15341637,3.050422668
1562.5,46.15341637,2.706718445
1563,46.14997369,2.486991882
1563.5,46.1465312,2.409362793
1564,46.1379258,2.206230164
1564.5,46.12588022,2.115821838
1565,46.11899806,1.944160461
1565.5,46.11211665,1.847839355
1566,46.09663622,1.792526245
1566.5,46.09319664,1.759910584
1567,46.08803762,1.760864258
1567.5,46.08803762,1.798057556
1568,46.07772085,1.844024658
1568.5,46.07084394,1.92527771
1569,46.07084394,2.068901062
1569.5,46.07084394,2.201652527
1570,46.07084394,2.379226685
1570.5,46.05537362,2.593231201
1571,46.05537362,2.788925171
1571.5,46.05193629,3.058815002
1572,46.05021769,3.289604187
1572.5,46.04334377,3.541755676
1573,46.0364706,3.82194519
1573.5,46.0313162,4.007148743
1574,46.0313162,4.19216156
1574.5,46.02100868,4.43572998
1575,46.01757321,4.607582092
1575.5,46.01413793,4.798126221
1576,46.01413793,4.915237427
1576.5,46.01757321,4.985618591
1577,46.01413793,5.006217957
1577.5,46.02100868,5.006217957
1578,46.02100868,5.006217957
1578.5,46.02444434,5.006217957
1579,46.02444434,5.006217957
1579.5,46.0313162,4.981803894
1580,46.02788018,4.86164093
1580.5,46.02788018,4.781341553
1581,46.02100868,4.648017883
1581.5,46.0313162,4.50630188
1582,46.02444434,4.318618774
1582.5,46.01757321,4.162406921
1583,46.00898536,3.949546814
1583.5,45.99009617,3.597450256
1584,45.98322877,3.363037109
1584.5,45.97464557,3.12461853
1585,45.95748264,2.968406677
1585.5,45.94890292,2.700424194
1586,45.93689326,2.468490601
1586.5,45.93003161,2.276992798
1587,45.92317071,2.102088928
1587.5,45.91459562,1.996040344
1588,45.9111659,1.859664917
1588.5,45.89230579,1.798439026
1589,45.89230579,1.755332947
1589.5,45.88030681,1.759910584
1590,45.88544895,1.797676086
1590.5,45.89230579,1.860046387
1591,45.88202081,2.017402649
1591.5,45.89230579,2.25944519
1592,45.88887728,2.543067932
1592.5,45.90087788,2.784156799
1593,45.8974489,3.031349182
1593.5,45.90430703,3.041267395
1594,45.90087788,3.213882446
1594.5,45.90087788,3.407287598
1595,45.89573449,3.617286682
1595.5,45.89230579,3.840446472
1596,45.88030681,3.998184204
1596.5,45.87002377,4.14352417
1597,45.86488287,4.228019714
1597.5,45.85117583,4.405975342
1598,45.85117583,4.609107971
1598.5,45.84774954,4.79850769
1599,45.84089749,4.9243927
1599.5,45.83575894,4.994392395
1600,45.8391846,5.006217957
1600.5,45.84089749,5.006599426
1601,45.83575894,5.006599426
1601.5,45.8391846,5.005455017
1602,45.84432342,5.006980896
1602.5,45.8391846,5.006599426
1603,45.83575894,4.976463318
1603.5,45.84432342,4.870033264
1604,45.84774954,4.720497131
1604.5,45.84774954,4.573631287
1605,45.84774954,4.391860962
1605.5,45.84774954,4.179000854
1606,45.84432342,3.978538513
1606.5,45.84432342,3.748130798
1607,45.8391846,3.510284424
1607.5,45.83233347,3.260803223
1608,45.82890819,2.995681763
1608.5,45.83233347,2.791023254
1609,45.8237706,2.577400208
1609.5,45.82548308,2.396965027
1610,45.8237706,2.221870422
1610.5,45.8237706,2.088546753
1611,45.82548308,1.970100403
1611.5,45.81692113,1.875495911
1612,45.82034578,1.809692383
1612.5,45.82548308,1.769256592
1613,45.82034578,1.752853394
1613.5,45.82548308,1.761627197
1614,45.8237706,1.795005798
1614.5,45.81692113,1.890563965
1615,45.8237706,2.058982849
1615.5,45.82034578,2.219772339
1616,45.81692113,2.345275879
1616.5,45.8100724,2.477645874
1617,45.80151251,2.6720047
1617.5,45.80151251,2.971839905
1618,45.80151251,3.142738342
1618.5,45.80836033,3.324508667
1619,45.80493633,3.602409363
1619.5,45.80151251,3.793907166
1620,45.8100724,4.036712646
1620.5,45.80151251,4.222679138
1621,45.80836033,4.548454285
1621.5,45.80151251,4.762458801
1622,45.79808888,4.815292358
1622.5,45.79808888,4.907798767
1623,45.79124217,4.999160767
1623.5,45.78610761,5.007362366
1624,45.7826848,5.006217957
1624.5,45.76386264,5.005836487
1625,45.76386264,5.005455017
1625.5,45.75017727,5.005836487
1626,45.73820497,5.002403259
1626.5,45.7416254,4.927825928
1627,45.73136466,4.845428467
1627.5,45.72623491,4.690933228
1628,45.71939588,4.550933838
1628.5,45.71084811,4.413604736
1629,45.71255757,4.228019714
1629.5,45.69717406,3.950881958
1630,45.7005923,3.757858276
1630.5,45.69375601,3.53717804
1631,45.678377,3.293037415
1631.5,45.68521166,3.042984009
1632,45.67495995,2.813529968
1632.5,45.68179424,2.675247192
1633,45.68862926,2.475547791
1633.5,45.69204705,2.322769165
1634,45.68179424,2.025794983
1634.5,45.69375601,1.929473877
1635,45.70401072,1.849555969
1635.5,45.69717406,1.787948608
1636,45.71255757,1.761054993
1636.5,45.7005923,1.753616333
1637,45.68521166,1.779556274
1637.5,45.68862926,1.818466187
1638,45.68179424,1.907730103
1638.5,45.66300168,2.011489868
1639,45.65446143,2.114677429
1639.5,45.63226208,2.227210999
1640,45.62201881,2.435302734
1640.5,45.60665697,2.666091919
1641,45.59812419,2.885055542
1641.5,45.57594427,3.153038025
1642,45.56912121,3.387260437
1642.5,45.5571826,3.553962708
1643,45.54354117,3.761672974
1643.5,45.53160729,3.948020935
1644,45.52649345,4.127502441
1644.5,45.50945022,4.322814941
1645,45.50433813,4.503250122
1645.5,45.49411516,4.659080505
1646,45.48730074,4.824829102
1646.5,45.48559725,4.951286316
1647,45.48559725,5.005645752
1647.5,45.47026784,5.005836487
1648,45.46515884,5.005836487
1648.5,45.4668618,5.005836487
1649,45.46345593,5.006980896
1649.5,45.46005025,5.005836487
1650,45.4668618,4.968833923
1650.5,45.46345593,4.869270325
1651,45.47537724,4.735183716
1651.5,45.4668618,4.58240509
1652,45.4668618,4.42905426
1652.5,45.45323942,4.295158386
1653,45.46005025,4.10785675
1653.5,45.46005025,3.907012939
1654,45.46005025,3.664398193
1654.5,45.44472689,3.468513489
1655,45.43791767,3.250694275
1655.5,45.44132219,3.029251099
1656,45.43110917,2.824401855
1656.5,45.42259954,2.620506287
1657,45.40728503,2.429008484
1657.5,45.40728503,2.250289917
1658,45.39367516,2.102088928
1658.5,45.3885722,1.966285706
1659,45.38176887,1.870536804
1659.5,45.36986476,1.804351807
1660,45.35966297,1.762390137
1660.5,45.35456267,1.749420166
1661,45.35456267,1.763725281
1661.5,45.33756458,1.80721283
1662,45.33416549,1.871299744
1662.5,45.33246602,1.964187622
1663,45.32566855,2.122879028
1663.5,45.3137747,2.288818359
1664,45.30697919,2.439498901
1664.5,45.29508875,2.488136292
1665,45.28489867,2.772521973
1665.5,45.27980423,3.012084961
1666,45.26961653,3.153991699
1666.5,45.26282562,3.302574158
1667,45.25094323,3.53679657
1667.5,45.25094323,3.71799469
1668,45.23906299,3.913116455
1668.5,45.24415426,4.112434387
1669,45.23566904,4.326438904
1669.5,45.23566904,4.522132874
1670,45.23566904,4.684257507
1670.5,45.23227526,4.817008972
1671,45.23227526,4.937553406
1671.5,45.23227526,5.005836487
1672,45.23227526,5.006599426
1672.5,45.23227526,5.006599426
1673,45.23566904,5.007362366
1673.5,45.23906299,5.007362366
1674,45.23906299,5.006980896
1674.5,45.24245712,4.981803894
1675,45.24245712,4.859542847
1675.5,45.25094323,4.732704163
1676,45.25094323,4.597854614
1676.5,45.26282562,4.433250427
1677,45.26112801,4.231452942
1677.5,45.2577329,4.040908813
1678,45.26961653,3.857803345
1678.5,45.26961653,3.697967529
1679,45.26961653,3.489303589
1679.5,45.27640815,3.293800354
1680,45.28320048,3.089904785
1680.5,45.27980423,2.902793884
1681,45.28489867,2.695465088
1681.5,45.28489867,2.473831177
1682,45.28489867,2.275466919
1682.5,45.28489867,2.113342285
1683,45.27980423,1.968955994
1683.5,45.27640815,1.887130737
1684,45.28320048,1.816940308
1684.5,45.28489867,1.795578003
1685,45.28150233,1.758575439
1685.5,45.29169188,1.755714417
1686,45.28829519,1.774597168
1686.5,45.29169188,1.815223694
1687,45.28829519,1.87587738
1687.5,45.28829519,1.953697205
1688,45.29169188,2.099990845
1688.5,45.28829519,2.286338806
1689,45.28829519,2.435302734
1689.5,45.28829519,2.66494751
1690,45.27301226,2.903175354
1690.5,45.26961653,3.029251099
1691,45.26961653,3.335762024
1691.5,45.27301226,3.687477112
1692,45.28320048,4.024887085
1692.5,45.29169188,4.165649414
1693,45.29508875,4.361343384
1693.5,45.29508875,4.574775696
1694,45.29508875,4.783058167
1694.5,45.30188302,4.893493652
1695,45.30018439,4.932785034
1695.5,45.2984858,4.987716675
1696,45.2984858,5.005836487
1696.5,45.29508875,5.006980896
1697,45.29508875,5.006217957
1697.5,45.27640815,5.006599426
1698,45.26112801,5.006980896
1698.5,45.24245712,5.003738403
1699,45.20682752,4.95262146
1699.5,45.18986786,4.873466492
1700,45.16952207,4.706382751
1700.5,45.15426687,4.461860657
1701,45.13393212,4.280471802
1701.5,45.1237671,4.181671143
1702,45.12037912,3.844070435
1702.5,45.10852253,3.720092773
1703,45.09836145,3.446769714
1703.5,45.09836145,3.31401825
1704,45.09497478,3.044319153
1704.5,45.0932815,2.663993835
1705,45.08312278,2.341079712
1705.5,45.07973688,2.199172974
1706,45.06111759,2.077674866
1706.5,45.05773282,1.950073242
1707,45.03911975,1.856231689
1707.5,45.030661,1.784515381
1708,45.01882057,1.748275757
1708.5,45.01543798,1.760673523
1709,45.00360028,1.796340942
1709.5,44.99007409,1.833724976
1710,44.98669297,1.927757263
1710.5,44.98162162,2.073669434
1711,44.97486043,2.235984802
1711.5,44.97486043,2.443885803
1712,44.96303001,2.6720047
1712.5,44.96303001,2.778434753
1713,44.954581,2.945518494
1713.5,44.94782257,3.064918518
1714,44.9512017,3.269577026
1714.5,44.92924045,3.465080261
1715,44.93599698,3.695869446
1715.5,44.92586245,3.953361511
1716,44.92586245,4.1929245
1716.5,44.92248461,4.413223267
1717,44.91910695,4.594993591
1717.5,44.92586245,4.733657837
1718,44.92924045,4.865074158
1718.5,44.93937551,4.956817627
1719,44.94106483,5.004882813
1719.5,44.94782257,5.005836487
1720,44.954581,5.005836487
1720.5,44.9512017,5.005836487
1721,44.954581,5.006217957
1721.5,44.954581,5.006599426
1722,44.95627071,4.988670349
1722.5,44.95965027,4.871749878
1723,44.95627071,4.672813416
1723.5,44.95627071,4.517173767
1724,44.95627071,4.330635071
1724.5,44.954581,4.132652283
1725,44.94782257,3.905296326
1725.5,44.94444362,3.706359863
1726,44.94106483,3.512001038
1726.5,44.92586245,3.292655945
1727,44.93261863,3.077316284
1727.5,44.92924045,2.876281738
1728,44.92248461,2.621650696
1728.5,44.91910695,2.409362793
1729,44.91741819,2.198791504
1729.5,44.91572946,2.046394348
1730,44.90728649,1.935386658
1730.5,44.8988446,1.854515076
1731,44.89209186,1.75151825
1731.5,44.87352536,1.786231995
1732,44.86340037,1.748275757
1732.5,44.85496406,1.821899414
1733,44.83303467,1.878738403
1733.5,44.82122953,1.983642578
1734,44.80774051,2.019119263
1734.5,44.7875121,2.09197998
1735,44.77065979,2.425193787
1735.5,44.78077066,2.694702148
1736,44.76223523,2.803611755
1736.5,44.7588657,2.812576294
1737,44.75549635,3.11088562
1737.5,44.7470737,3.634262085
1738,44.7470737,3.942489624
1738.5,44.74033636,4.132652283
1739,44.72854763,4.357147217
1739.5,44.71844467,4.559707642
1740,44.70665981,4.660415649
1740.5,44.68814494,4.713058472
1741,44.67804808,4.848670959
1741.5,44.67300022,4.981803894
1742,44.66290565,5.005836487
1742.5,44.66290565,5.006980896
1743,44.66290565,5.006217957
1743.5,44.6696352,5.005836487
1744,44.66290565,4.982376099
1744.5,44.65785893,4.942512512
1745,44.66290565,4.797554016
1745.5,44.65449467,4.775047302
1746,44.65113057,4.593276978
1746.5,44.64776664,4.35962677
1747,44.63263106,4.034996033
1747.5,44.62926806,3.829956055
1748,44.62590523,3.546333313
1748.5,44.61077457,3.381919861
1749,44.59564733,3.164100647
1749.5,44.59228618,2.991104126
1750,44.57716311,2.58102417
1750.5,44.56540307,2.418327332
1751,44.56540307,2.281188965
1751.5,44.54356844,2.19707489
1752,44.53685152,2.061843872
1752.5,44.53013527,1.894378662
1753,44.5217409,1.785850525
1753.5,44.51502616,1.766204834
1754,44.51502616,1.755714417
1754.5,44.50327697,1.757049561
1755,44.48817388,1.792526245
1755.5,44.4848181,1.881408691
1756,44.48146248,1.945495605
1756.5,44.48146248,2.028465271
1757,44.47475175,2.188682556
1757.5,44.46636427,2.297210693
1758,44.45965504,2.509498596
1758.5,44.46971913,2.691268921
1759,44.46971913,2.833557129
1759.5,44.46971913,3.129386902
1760,44.47475175,3.455543518
1760.5,44.46971913,3.635597229
1761,44.48146248,3.821182251
1761.5,44.48146248,4.053878784
1762,44.47642937,4.320335388
1762.5,44.4848181,4.47177887
1763,44.48146248,4.617500305
1763.5,44.49320787,4.789733887
1764,44.48817388,4.953956604
1764.5,44.49152983,4.962539673
1765,44.49152983,5.006217957
1765.5,44.4848181,5.005836487
1766,44.49152983,5.005836487
1766.5,44.49656407,5.005455017
1767,44.50663367,4.996490479
1767.5,44.50327697,4.955482483
1768,44.50999054,4.8620224
1768.5,44.50999054,4.725646973
1769,44.51166904,4.523849487
1769.5,44.50999054,4.36706543
1770,44.51166904,4.291725159
1770.5,44.51166904,4.067802429
1771,44.50663367,3.830718994
1771.5,44.49992044,3.502464294
1772,44.50327697,3.185462952
1772.5,44.49320787,3.010749817
1773,44.49488595,2.791404724
1773.5,44.49152983,2.687454224
1774,44.49152983,2.465629578
1774.5,44.4848181,2.286338806
1775,44.4848181,2.207565308
1775.5,44.48817388,2.09312439
1776,44.4848181,2.04334259
1776.5,44.49152983,1.897621155
1777,44.49152983,1.809692383
1777.5,44.48817388,1.762008667
1778,44.48817388,1.758575439
1778.5,44.4848181,1.75075531
1779,44.4848181,1.778030396
1779.5,44.4848181,1.852798462
1780,44.47810703,1.963424683
1780.5,44.47810703,2.145195007
1781,44.47475175,2.237701416
1781.5,44.47475175,2.416610718
1782,44.47810703,2.608680725
1782.5,44.46971913,2.820587158
1783,44.45462355,3.087806702
1783.5,44.47307417,3.469276428
1784,44.47307417,3.838539124
1784.5,44.47810703,4.121780396
1785,44.47475175,4.35218811
1785.5,44.47475175,4.469680786
1786,44.47475175,4.682540894
1786.5,44.45965504,4.840278625
1787,44.45462355,4.967308044
1787.5,44.4445617,5.005264282
1788,44.43282477,5.006217957
1788.5,44.41941362,5.006217957
1789,44.40768106,5.005455017
1789.5,44.39259931,5.006980896
1790,44.38924827,5.006599426
1790.5,44.37417063,4.869651794
1791,44.36747053,4.809761047
1791.5,44.35909634,4.724693298
1792,44.35239773,4.570198059
1792.5,44.34904867,4.542541504
1793,44.34904867,4.516983032
1793.5,44.36244589,4.45098877
1794,44.36579561,3.849029541
1794.5,44.36244589,3.765869141
1795,44.35239773,3.454589844
1795.5,44.34904867,3.314399719
1796,44.35574695,3.112030029
1796.5,44.34904867,2.890968323
1797,44.34737421,2.681541443
1797.5,44.33397996,2.398490906
1798,44.3256099,2.245330811
1798.5,44.31891459,2.114295959
1799,44.30385257,2.053833008
1799.5,44.28879387,2.040100098
1800,44.28210219,1.886367798
1800.5,44.26704831,1.782035828
1801,44.25366988,1.756095886
1801.5,44.26035876,1.760673523
1802,44.24530969,1.827430725
1802.5,44.23360714,1.908111572
1803,44.22357799,2.145195007
1803.5,44.21522149,2.283287048
1804,44.20519504,2.425765991
1804.5,44.19349937,2.556037903
1805,44.17512451,2.736473084
1805.5,44.16844397,2.906799316
1806,44.15675458,2.993202209
1806.5,44.15675458,3.200531006
1807,44.15675458,3.367233276
1807.5,44.16510394,3.585624695
1808,44.17846503,3.872680664
1808.5,44.18347611,4.005813599
1809,44.19015812,4.252433777
1809.5,44.18013535,4.457092285
1810,44.18013535,4.653930664
1810.5,44.17512451,4.79183197
1811,44.16343399,4.895973206
1811.5,44.15007583,4.989433289
1812,44.1467367,5.006599426
1812.5,44.12503632,5.006599426
1813,44.12503632,5.006599426
1813.5,44.11669184,5.006599426
1814,44.110017,5.006599426
1814.5,44.110017,5.005645752
1815,44.11335434,4.96635437
1815.5,44.11669184,4.830360413
1816,44.12336734,4.563903809
1816.5,44.12002951,4.290390015
1817,44.12503632,4.172515869
1817.5,44.12503632,4.132652283
1818,44.13505102,3.980255127
1818.5,44.13505102,3.737258911
1819,44.14339773,3.515052795
1819.5,44.14339773,3.329849243
1820,44.1467367,3.068161011
1820.5,44.1467367,2.849197388
1821,44.15675458,2.683639526
1821.5,44.15341513,2.493095398
1822,44.15341513,2.324104309
1822.5,44.15341513,2.198028564
1823,44.15007583,2.057647705
1823.5,44.15007583,1.934051514
1824,44.1467367,1.792907715
1824.5,44.1467367,1.766967773
1825,44.15007583,1.743125916
1825.5,44.15341513,1.753234863
1826,44.15675458,1.795578003
1826.5,44.15341513,1.805114746
1827,44.16844397,1.90486908
1827.5,44.17178416,1.991844177
1828,44.17512451,2.18963623
1828.5,44.17512451,2.192878723
1829,44.17178416,2.258682251
1829.5,44.16176407,2.448272705
1830,44.1600942,2.638816834
1830.5,44.1467367,3.022384644
1831,44.14339773,3.202629089
1831.5,44.12336734,3.468513489
1832,44.10667982,3.711891174
1832.5,44.09166451,3.804206848
1833,44.07331694,3.950881958
1833.5,44.05830893,4.152297974
1834,44.04330419,4.255867004
1834.5,44.03163611,4.493141174
1835,44.01830357,4.609489441
1835.5,44.00997205,4.769515991
1836,43.99664371,4.90322113
1836.5,43.9883148,4.993629456
1837,43.98498352,5.006980896
1837.5,43.97832144,5.006217957
1838,43.97665602,5.006599426
1838.5,43.96333412,5.007362366
1839,43.95833907,5.005836487
1839.5,43.96000404,5.005264282
1840,43.96666435,4.995346069
1840.5,43.96333412,4.905319214
1841,43.95500923,4.753684998
1841.5,43.95500923,4.594039917
1842,43.95167956,4.416465759
1842.5,43.93336922,4.331970215
1843,43.93004059,4.110336304
1843.5,43.93669801,3.950881958
1844,43.93336922,3.724479675
1844.5,43.94002696,3.39641571
1845,43.93336922,3.10382843
1845.5,43.94002696,3.001976013
1846,43.94002696,2.849578857
1846.5,43.93004059,2.69908905
1847,43.93669801,2.543067932
1847.5,43.94502069,2.335357666
1848,43.93336922,2.188682556
1848.5,43.9416915,2.082061768
1849,43.94002696,1.971054077
1849.5,43.9416915,1.912879944
1850,43.9416915,1.826095581
1850.5,43.9416915,1.758575439
1851,43.93669801,1.741409302
1851.5,43.94002696,1.758384705
1852,43.92671212,1.79977417
1852.5,43.92171971,1.887702942
1853,43.90508096,1.964378357
1853.5,43.90341731,2.007293701
1854,43.8901095,2.024269104
1854.5,43.88179342,2.30255127
1855,43.866827,2.463912964
1855.5,43.85020142,2.582740784
1856,43.84189013,2.793312073
1856.5,43.83025599,2.965164185
1857,43.81363916,3.165626526
1857.5,43.79702631,3.452110291
1858,43.78041743,3.716087341
1858.5,43.76879357,3.984069824
1859,43.76215223,4.142570496
1859.5,43.74721154,4.379272461
1860,43.73227405,4.561042786
1860.5,43.73559321,4.658699036
1861,43.72563619,4.753684998
1861.5,43.73227405,4.816436768
1862,43.72895504,4.950904846
1862.5,43.72563619,5.006217957
1863,43.73227405,5.004882813
1863.5,43.73227405,5.006599426
1864,43.72895504,5.005836487
1864.5,43.71733975,5.005836487
1865,43.71733975,5.005836487
1865.5,43.71402146,5.006217957
1866,43.70240865,4.95929718
1866.5,43.69577363,4.91771698
1867,43.68913924,4.739379883
1867.5,43.68084714,4.581069946
1868,43.68913924,4.372215271
